event_id,user_id,session_id,time,session_time,platform,device_type,country,region,city,ip,referrer,landing_page,browser,utm_source,utm_campaign,utm_medium,utm_term,utm_content,domain,query,path,hash,title
6768969078047461,4980207595323816,3473182183312692,2019-06-08 01:41:53.682,2019-06-08 01:41:53.682,Windows 7,Desktop,China,,,121.199.64.228,http://www.so.com/s?ie=utf-8&src=dlm&shb=1&hsid=e29a8dd67d6b69aa&ls=n6f5ca89a9e&q=%E5%86%99%E5%AD%97%E6%A5%BC%E5%87%BA%E7%A7%9F,www.wework.cn/page/ulecheng,IE 7.0,ads-360,,cpc,l-hgh-高转化词HZ-PC,,www.wework.cn,?utm_medium=cpc&utm_source=ads-360&utm_term=l%2Dhgh%2D%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DHZ%2DPC&utm_term=%E5%86%99%E5%AD%97%E6%A5%BC%E7%A7%9F%E8%B5%81%E4%BF%A1%E6%81%AF%E7%BD%91,/page/ulecheng,,U乐城
3107749392303357,8305460192771607,243636098587801,2019-06-08 01:42:33.972,2019-06-08 01:42:33.972,Mac OS X 10.14,Desktop,China,Guangdong,Shenzhen,119.123.70.212,https://www.baidu.com/baidu.php?sc.a00000apJPO0FYNyJv6mCqQfbCh6ythw9w-guoytw9mCcdDI_wKj85DZ7WHiaG0W6llHcmZihB6wA_cuxQGO5SWFuzXT8oV31z1cQ4G2HJLfvgCEvRFJJi3H3YsybbqY4BVfZU_xODo0zwZVkXTKpANCdRH9drBlnoHBhl0lxxkuhvs-330Ji4i4EDSOOSbXLmedg24MB7Og7D-sFs.7b_NR2Ar5O,www.wework.cn/city/shenzhen,Chrome 74.0.3729,ads-baidu,l-szx-通用词SZ-PC,cpc,深圳众创,创客词,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_campaign=l-szx-%E9%80%9A%E7%94%A8%E8%AF%8DSZ-PC&utm_content=%E5%88%9B%E5%AE%A2%E8%AF%8D&utm_term=%E6%B7%B1%E5%9C%B3%E4%BC%97%E5%88%9B,/city/shenzhen,,WeWork 全球创造者社区，不仅是联合办公
3763680189321993,8305460192771607,243636098587801,2019-06-08 01:42:33.978,2019-06-08 01:42:33.934,Mac OS X 10.14,Desktop,China,Guangdong,Shenzhen,119.123.70.212,https://www.baidu.com/baidu.php?sc.a00000apJPO0FYNyJv6mCqQfbCh6ythw9w-guoytw9mCcdDI_wKj85DZ7WHiaG0W6llHcmZihB6wA_cuxQGO5SWFuzXT8oV31z1cQ4G2HJLfvgCEvRFJJi3H3YsybbqY4BVfZU_xODo0zwZVkXTKpANCdRH9drBlnoHBhl0lxxkuhvs-330Ji4i4EDSOOSbXLmedg24MB7Og7D-sFs.7b_NR2Ar5O,www.wework.cn/city/shenzhen,Chrome 74.0.3729,ads-baidu,l-szx-通用词SZ-PC,cpc,深圳众创,创客词,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_campaign=l-szx-%E9%80%9A%E7%94%A8%E8%AF%8DSZ-PC&utm_content=%E5%88%9B%E5%AE%A2%E8%AF%8D&utm_term=%E6%B7%B1%E5%9C%B3%E4%BC%97%E5%88%9B,/city/shenzhen,,WeWork 全球创造者社区，不仅是联合办公
476871358285443,1244803886072190,7218387375384118,2019-06-08 01:42:42.564,2019-06-08 01:42:42.564,Windows 7,Desktop,China,Shanghai,Shanghai,114.94.175.3,https://sp0.baidu.com/9q9JcDHa2gU2pMbgoY3K/adrc.php?t=06KL00c00fAvB9s0qhdB0noJr07JDEVT00000n1dcNC00000T-lE03.THdLugIEThEF1eJW0A3qPWcsrHRknjwxnH-xUvNVgvwM0ZnqrHnvPhmYP1RsnjDsnhfYP6Kd5RD1n1czPHN7fRmznRcsnYRsnRckPbDYP1KArHNKPHIj0ADqI1YhUyPGujY1nWn1PH6dPWc3FMK,www.wework.cn/,Chrome 49.0.2623,ads-baidubrandzone,l-sha-PC品专,cpc,title,title,www.wework.cn,?page=cpc&utm_source=ads-baidubrandzone&utm_medium=cpc&utm_term=title&utm_content=title&utm_campaign=l-sha-PC%E5%93%81%E4%B8%93&ag_kwid=15916-19-bcef271d03d08af1.aadd076147dd1db0,/,,WeWork 全球创造者社区，不仅是联合办公
8915649813183166,1244803886072190,7218387375384118,2019-06-08 01:42:43.593,2019-06-08 01:42:41.935,Windows 7,Desktop,China,Shanghai,Shanghai,114.94.175.3,https://sp0.baidu.com/9q9JcDHa2gU2pMbgoY3K/adrc.php?t=06KL00c00fAvB9s0qhdB0noJr07JDEVT00000n1dcNC00000T-lE03.THdLugIEThEF1eJW0A3qPWcsrHRknjwxnH-xUvNVgvwM0ZnqrHnvPhmYP1RsnjDsnhfYP6Kd5RD1n1czPHN7fRmznRcsnYRsnRckPbDYP1KArHNKPHIj0ADqI1YhUyPGujY1nWn1PH6dPWc3FMK,www.wework.cn/,Chrome 49.0.2623,ads-baidubrandzone,l-sha-PC品专,cpc,title,title,www.wework.cn,?page=cpc&utm_source=ads-baidubrandzone&utm_medium=cpc&utm_term=title&utm_content=title&utm_campaign=l-sha-PC%E5%93%81%E4%B8%93&ag_kwid=15916-19-bcef271d03d08af1.aadd076147dd1db0&nav_modal=contactUs&nav_modal_query_type=BROKER_COOPERATION?utm_source=ads-baidubrandzone&utm_medium=cpc&utm_campaign=l-sha-PC%E5%93%81%E4%B8%93&utm_content=title&utm_term=title,/,,WeWork 全球创造者社区，不仅是联合办公
3451531708231587,8305460192771607,243636098587801,2019-06-08 01:42:45.915,2019-06-08 01:42:31.790,Mac OS X 10.14,Desktop,China,Guangdong,Shenzhen,119.123.70.212,https://www.baidu.com/baidu.php?sc.a00000apJPO0FYNyJv6mCqQfbCh6ythw9w-guoytw9mCcdDI_wKj85DZ7WHiaG0W6llHcmZihB6wA_cuxQGO5SWFuzXT8oV31z1cQ4G2HJLfvgCEvRFJJi3H3YsybbqY4BVfZU_xODo0zwZVkXTKpANCdRH9drBlnoHBhl0lxxkuhvs-330Ji4i4EDSOOSbXLmedg24MB7Og7D-sFs.7b_NR2Ar5O,www.wework.cn/city/shenzhen,Chrome 74.0.3729,ads-baidu,l-szx-通用词SZ-PC,cpc,深圳众创,创客词,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_campaign=l-szx-%E9%80%9A%E7%94%A8%E8%AF%8DSZ-PC&utm_content=%E5%88%9B%E5%AE%A2%E8%AF%8D&utm_term=%E6%B7%B1%E5%9C%B3%E4%BC%97%E5%88%9B,/building/huarunzhidi,,深圳
4130504384043783,481962354353100,2755368248434323,2019-06-08 01:42:50.380,2019-06-08 01:42:50.380,iOS 12.1.2,Mobile,China,Shanghai,Shanghai,112.64.68.129,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJ1VMeyN_dqeqYjXN7xPOjoLs5wRvq85n74LRMH1bQPbTtssPXoPRMo9L1I4Zgldi0F13PTuU8j9MwETBqpBPzbsZLU398ou9bLMA4O0aKF8i2eoo_NxKXOqKSps7GT7xRxL7GSfLOL13NN9Q_gWbgvhAYyZgCznR7Mz5KfDjnPO_7_6BiIT90BLbK_IUPNEeI6.Db_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Mobile Safari 12.0,ads-baidu,l-sha-nh楼盘词SH-WAP,cpc,哥伦比亚公园,楼盘词,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=%E5%93%A5%E4%BC%A6%E6%AF%94%E4%BA%9A%E5%85%AC%E5%9B%AD&utm_content=%E6%A5%BC%E7%9B%98%E8%AF%8D&utm_campaign=l-sha-nh%E6%A5%BC%E7%9B%98%E8%AF%8DSH-WAP&src=Baidu&medium=PPC&ag_kwid=15916-3-8a3b49ea548cf237.da6a62248131423a_m&bd_vid=11599717236483505182,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
4577905338292189,4426939422278732,3726927706056307,2019-06-08 01:42:55.429,2019-06-08 01:42:55.429,Android 5.1.1,Mobile,China,Shanghai,Shanghai,124.78.75.148,https://m.so.com/s?q=%E8%80%81%E7%A0%81%E5%A4%B4&srcg=360aphone_associate_main,www.wework.cn/page/baoyifeng,Chrome Mobile 62.0.3202,ads-360,,cpc,l-sha-高转化词SH-WAP,,www.wework.cn,?utm_medium=cpc&utm_source=ads-360&utm_term=l%2Dsha%2D%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DSH%2DWAP&utm_term=%E8%80%81%E7%A0%81%E5%A4%B4%E5%88%9B%E6%84%8F%E5%9B%AD,/page/baoyifeng,,宝溢丰大厦
1310667130616990,451743874785933,472865115584281,2019-06-08 01:43:04.273,2019-06-08 01:43:04.273,iOS 11.4.1,Mobile,China,Shanghai,Shanghai,223.104.5.198,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJ3NIVqvlF6M4HZ6PRmK7w2b7EimZeeXUDTsdtkpbfi-xEcFBSgdgYSHJ3krFiyiR1v-TfFvAY4FKep6x_l_lv7fylhnh0gn9i3BG0ju4zNrmrPDe-4LUf5F3egPqDtyvCGHztQXZqxtsVUsG8pbMOzl6mkcVJRi-BBuTOoK_-jJgNyt92-r3y4Jm7S1W1j58bf.Db_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Mobile Safari 11.0,ads-baidu,万都中心,cpc,l-sha-楼盘词尚嘉中心SH-WAP,尚嘉中心楼盘,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=l-sha-%E6%A5%BC%E7%9B%98%E8%AF%8D%E5%B0%9A%E5%98%89%E4%B8%AD%E5%BF%83SH-WAP&utm_content=%E5%B0%9A%E5%98%89%E4%B8%AD%E5%BF%83%E6%A5%BC%E7%9B%98&utm_campaign=%E4%B8%87%E9%83%BD%E4%B8%AD%E5%BF%83&src=Baidu&medium=PPC&ag_kwid=15916-55-4d4c9ca63d0c2ad0.afed4472a15183d5_m,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
4005211303344705,5759305732463936,3987250259713702,2019-06-08 01:43:23.209,2019-06-08 01:33:52.394,Windows XP,Desktop,China,Shanghai,Shanghai,101.84.138.44,https://m.baidu.com/baidu.php?url=a00000apJPO0FYNyJqtSgfdWUB0EPF2Yaee2oxPmOwQ4yeI4IMWxmAoSwBf3xmVlh2xnDNzSCJEGJ8ZeDgYEAICwV2SiDIEOviFTChEHuQfDZjGRLrieW9O3z5zopXacv4BhS2axAqCsB74S6gVYHjVB76b7VgLfBQ5S3AHlqnnUwvcgRoA6zHYRyAT7nocSJaLlm4jYV3fHAB5Pls.DY_NR2Ar5Od,www.wework.cn/activity/sh_bj_general,Chrome 40.0.2214,ads-baidu,l-sha-通用词SH-WAP,cpc,如何出租写字楼,办公室出租,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=%E5%A6%82%E4%BD%95%E5%87%BA%E7%A7%9F%E5%86%99%E5%AD%97%E6%A5%BC&utm_content=%E5%8A%9E%E5%85%AC%E5%AE%A4%E5%87%BA%E7%A7%9F&utm_campaign=l-sha-%E9%80%9A%E7%94%A8%E8%AF%8DSH-WAP&src=Baidu&medium=PPC&ag_kwid=15916-3-98853d00082591c1.43f3063c92c1e8fa_m&bd_vid=8856310616184077812,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
1029842150529367,1925341121891775,5702980395724937,2019-06-08 01:43:41.318,2019-06-08 01:43:41.318,Linux,Desktop,China,Shanghai,Shanghai,203.208.140.115,,www.wework.cn/,Chrome 68.0.3440,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
2627104427100072,4426939422278732,3726927706056307,2019-06-08 01:44:00.384,2019-06-08 01:42:54.596,Android 5.1.1,Mobile,China,Shanghai,Shanghai,124.78.75.148,https://m.so.com/s?q=%E8%80%81%E7%A0%81%E5%A4%B4&srcg=360aphone_associate_main,www.wework.cn/page/baoyifeng,Chrome Mobile 62.0.3202,ads-360,,cpc,l-sha-高转化词SH-WAP,,www.wework.cn,?utm_medium=cpc&utm_source=ads-360&utm_term=l%2Dsha%2D%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DSH%2DWAP&utm_term=%E8%80%81%E7%A0%81%E5%A4%B4%E5%88%9B%E6%84%8F%E5%9B%AD,/page/baoyifeng,,宝溢丰大厦
114616156174160,1649232440009279,7426444636996962,2019-06-08 01:44:18.055,2019-06-08 01:44:18.055,Android 8.0,Mobile,China,Hubei,Wuhan,27.18.133.138,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJt5_fYBAC18GJUAtnWlFcZCFm_tObQ1SL2eW3JXKqPYuJtYp31Gt3N9FaGdbm2zAAt2Xm_HqL8qcpjdYRAJ5i74eSNlBduJFdc3UxBXnpqVvAIB2ln4TmRE01JRNNnj4Bd2AYcSgLx4a7yxTK_k7ztRulowsNkPD5Z7XYaO67AV-ryt5gJSOErwADdA-rL8ui0.DR_NR2Ar5Od6,www.wework.cn/page/guanggu,Chrome Mobile 61.0.3163,ads-baidu,l-wuh-b-guanggu-d-m,cpc,光谷 写字楼租赁,,www.wework.cn,?utm_medium=cpc&utm_source=ads-baidu&utm_campaign=l-wuh-b-guanggu-d-m&utm_term=%E5%85%89%E8%B0%B7%20%E5%86%99%E5%AD%97%E6%A5%BC%E7%A7%9F%E8%B5%81,/page/guanggu,,光谷新发展国际中心
3566413417944520,1727553256707945,6211490065220288,2019-06-08 01:44:23.916,2019-06-08 01:39:29.638,Android,Mobile,China,Shaanxi,Xi'an,113.143.142.170,,www.wework.cn/page/xian,QQ Browser Mobile 6.2,auto-social,30001080,social,,,www.wework.cn,?utm_source=auto-social&utm_medium=social&utm_campaign=30001080,/building/zhongtie,,西安
2277696747469624,569560472920340,2178261733313669,2019-06-08 01:44:24.119,2019-06-08 01:44:24.119,Linux,Desktop,China,Shanghai,Shanghai,203.208.140.114,,www.wework.cn/,Chrome 68.0.3440,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
5265638110033162,5758662314808535,186938550703533,2019-06-08 01:44:28.425,2019-06-08 01:44:28.425,Windows 7,Desktop,China,Beijing,,139.196.143.169,,www.wework.cn/,Chrome 66.0.3359,catchpoint,,,,,www.wework.cn,?utm_source=catchpoint,/,,WeWork 全球创造者社区，不仅是联合办公
4450344797380339,1727553256707945,6211490065220288,2019-06-08 01:44:29.632,2019-06-08 01:39:29.640,Android,Mobile,China,Shaanxi,Xi'an,113.143.142.170,,www.wework.cn/page/xian,QQ Browser Mobile 6.2,auto-social,30001080,social,,,www.wework.cn,?utm_campaign=30001080&utm_medium=social&utm_source=auto-social,/page/xian,,西安
3725468673887081,7868290661609133,3241848760128232,2019-06-08 01:45:00.523,2019-06-08 01:45:00.523,Android 8.0,Mobile,China,Guangdong,Meizhou,120.239.217.199,http://yz.m.sm.cn/adclick?url=AJwAAJQGAAAhXDsa79U_9iGMHcKssvw4ADRzJBPE__9NVndrlX0ADyM4JDA9R0qTAjspusMWklCRJDuqTmDO65ZtE-Nw4X-mfvEyfAKbLTE7dF1KjETuL8if1Q_alKtQt-sP4nrIALQCyczTk2eGzWsmo6RELbOV9cBGwr3vY5EutfHpaGXIHWGvyAgOpMTNRzWrHNXT8J0_g9oacITwPWqlF2j8SwzYDu,www.wework.cn/activity/sh_bj_general,Chrome Mobile 65.0.3325,ads-shenma,l-can-高转化词GZ-WAP,cpc,共享办公空间,通用词,www.wework.cn,?utm_source=ads-shenma&utm_medium=cpc&utm_term=%E5%85%B1%E4%BA%AB%E5%8A%9E%E5%85%AC%E7%A9%BA%E9%97%B4&utm_content=%E9%80%9A%E7%94%A8%E8%AF%8D&utm_campaign=l-can-%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DGZ-WAP&src=sm&ag_kwid=15916-28-c5a1a60f155f2da1.ddee3ae07ea9e77b_m,/activity/sh_bj_general,,WeWork 全球创造者社区，不仅是联合办公
3936323838551556,922819715567819,558177625794222,2019-06-08 01:45:13.395,2019-06-08 01:45:13.395,iOS 11.3,Mobile,China,Qinghai,Xining,139.170.64.144,https://m.baidu.com/from=1099a/bd_page_type=1/ssid=0/uid=0/pu=sz%401320_480%2Ccuid%4012A5AB54BC564B769A17EEC533CE42A2230A9B007OMGGKLSOPE%2Ccua%401242_2208_iphone_11.3.6.10_0%2Ccut%40iPhone10%252C2_11.3.1%2Cosname%40baiduboxapp%2Cctv%401%2Ccfrom%401099a%2Cc,www.wework.cn/,Mobile Safari UI/WKWebView 11.3,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
127527360492987,3031907016978673,5280558316568528,2019-06-08 01:45:14.206,2019-06-08 01:45:14.206,Android,Mobile,China,Shaanxi,Xi'an,36.44.117.27,https://m.baidu.com/baidu.php?sc.K600000F3Z4zzZ2Y9wMhHrqXIVXeQgPteizjAa0scKJVWIoI7pZNBxX_9F2fCi1Tavivvl8OPyKxjxS1ekBFdzUiN5DEJxrp-RbsWyrPy3UwoUI9Mml4-ks5bHc6sXMjKHdmrmondyOeDEI4XgrZePyZ3ED0l_OSlpEIs4wugFTFDH8VTg_jWRcqKOoyx37eP-ixhDkUAASCyRfMAs.DD_NR2Ar5Od6,www.wework.cn/page/xian,Safari 4.0,ads-baidu,l-xiy-d-m,cpc,写字楼,,www.wework.cn,?utm_medium=cpc&utm_source=ads-baidu&utm_campaign=l-xiy-d-m&utm_term=%E5%86%99%E5%AD%97%E6%A5%BC,/page/xian,,西安
2799765666250144,6159012901879369,452675484978222,2019-06-08 01:45:32.539,2019-06-08 01:45:32.539,Windows 7,Desktop,China,,,121.43.172.55,http://www.so.com/s?ie=utf-8&src=dlm&shb=1&hsid=9de06dd9ddcb4012&ls=n63eca89f98&q=%E5%86%99%E5%AD%97%E6%A5%BC%E5%87%BA%E7%A7%9F%E7%BD%91,www.wework.cn/page/ulecheng,IE 7.0,ads-360,,cpc,l-hgh-高转化词HZ-PC,,www.wework.cn,?utm_medium=cpc&utm_source=ads-360&utm_term=l%2Dhgh%2D%E9%AB%98%E8%BD%AC%E5%8C%96%E8%AF%8DHZ%2DPC&utm_term=%E5%86%99%E5%AD%97%E6%A5%BC%E7%A7%9F%E8%B5%81%E4%BF%A1%E6%81%AF%E7%BD%91,/page/ulecheng,,U乐城
1603038592731423,1402618408074730,7070214335876417,2019-06-08 01:45:49.336,2019-06-08 01:22:00.372,Android,Mobile,China,Beijing,Beijing,114.249.201.34,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJkvA4VzHdn0RL_BMJZh60MsoVuNiVRzfGd1mjlRbTAlHL9fnORy5NACmjPxM643EAbM6o-KLsmT0j7xkkgbPhn8r7OSzH1cDFvUg_C2cukSBs1Wiw3W227EUHSFd9tLrzYdU3n5UIS0Xg2cAepBkPKQpmX2o0D9O5bQx6eaJQ5nmmcFjy7JpIUerUule1Vem30.DY_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Chrome Mobile 74.0.3729,ads-baidu,l-pek-品牌词BJ-WAP,cpc,wework北京,wework,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_campaign=l-pek-%E5%93%81%E7%89%8C%E8%AF%8DBJ-WAP&utm_content=wework&utm_term=wework%E5%8C%97%E4%BA%AC&nav_modal=contactUs?utm_source=ads-baidu&utm_medium=cpc&utm_campaign=l-pek-%E5%93%81%E7%89%8C%E8%AF%8DBJ-WAP&utm_content=wework&utm_term=wework%E5%8C%97%E4%BA%AC,/city/beijing,,北京
6114346906202734,1402618408074730,7070214335876417,2019-06-08 01:45:55.050,2019-06-08 01:21:59.626,Android,Mobile,China,Beijing,Beijing,114.249.201.34,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJkvA4VzHdn0RL_BMJZh60MsoVuNiVRzfGd1mjlRbTAlHL9fnORy5NACmjPxM643EAbM6o-KLsmT0j7xkkgbPhn8r7OSzH1cDFvUg_C2cukSBs1Wiw3W227EUHSFd9tLrzYdU3n5UIS0Xg2cAepBkPKQpmX2o0D9O5bQx6eaJQ5nmmcFjy7JpIUerUule1Vem30.DY_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Chrome Mobile 74.0.3729,ads-baidu,l-pek-品牌词BJ-WAP,cpc,wework北京,wework,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_campaign=l-pek-%E5%93%81%E7%89%8C%E8%AF%8DBJ-WAP&utm_content=wework&utm_term=wework%E5%8C%97%E4%BA%AC,/city/beijing,,北京
4639142010061818,5818461391783423,2982519487569168,2019-06-08 01:45:57.100,2019-06-08 01:45:57.100,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/,#HomepageTourForm,WeWork 全球创造者社区，不仅是联合办公
7783412226102196,1402618408074730,7070214335876417,2019-06-08 01:46:01.187,2019-06-08 01:21:59.626,Android,Mobile,China,Beijing,Beijing,114.249.201.34,https://m.baidu.com/baidu.php?sc.a00000apJPO0FYNyJkvA4VzHdn0RL_BMJZh60MsoVuNiVRzfGd1mjlRbTAlHL9fnORy5NACmjPxM643EAbM6o-KLsmT0j7xkkgbPhn8r7OSzH1cDFvUg_C2cukSBs1Wiw3W227EUHSFd9tLrzYdU3n5UIS0Xg2cAepBkPKQpmX2o0D9O5bQx6eaJQ5nmmcFjy7JpIUerUule1Vem30.DY_NR2Ar5Od6,www.wework.cn/activity/sh_bj_general,Chrome Mobile 74.0.3729,ads-baidu,l-pek-品牌词BJ-WAP,cpc,wework北京,wework,www.wework.cn,?utm_source=ads-baidu&utm_medium=cpc&utm_term=wework%E5%8C%97%E4%BA%AC&utm_content=wework&utm_campaign=l-pek-%E5%93%81%E7%89%8C%E8%AF%8DBJ-WAP&src=Baidu&medium=PPC&ag_kwid=15916-55-c8a466db84626794.a29822359f1e8c79_m,/activity/sh_bj_general,,北京
3997321873239827,5818461391783423,2982519487569168,2019-06-08 01:46:40.214,2019-06-08 01:45:57.175,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/,#HomepageFormWrapper,WeWork 全球创造者社区，不仅是联合办公
5323836191699731,7519346342285044,2334663526073627,2019-06-08 01:47:03.080,2019-06-08 01:47:03.080,iOS 12.3.1,Mobile,China,Shanghai,Shanghai,180.167.170.226,http://10.249.12.10:9997/login?cid=RjTVa65Pmw&username=%2b8618570149080-S-WFG2XFTK1M,www.wework.cn/,Mobile Safari UI/WKWebView 12.3.1,member-wifi,,,,,www.wework.cn,?utm_source=member-wifi,/,,WeWork 全球创造者社区，不仅是联合办公
1898391878940781,5818461391783423,2982519487569168,2019-06-08 01:47:12.892,2019-06-08 01:45:57.778,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/city/beijing,,WeWork 全球创造者社区，不仅是联合办公
2011321950089253,5818461391783423,2982519487569168,2019-06-08 01:47:19.726,2019-06-08 01:45:56.364,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/building/dayuecheng,,北京
958694749038029,7367411337380360,2493874567349550,2019-06-08 01:47:33.213,2019-06-08 01:47:33.213,Windows 10,Desktop,China,Beijing,Beijing,123.206.37.233,,www.wework.cn/,Maxthon 5.2.5,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
8049085128124583,5818461391783423,2982519487569168,2019-06-08 01:47:38.868,2019-06-08 01:45:56.374,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/city/beijing,,北京
3768282002924722,5818461391783423,2982519487569168,2019-06-08 01:47:41.163,2019-06-08 01:45:56.364,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/building/ciyunsi,,北京
3718798921329503,5818461391783423,2982519487569168,2019-06-08 01:47:53.316,2019-06-08 01:45:56.372,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/city/beijing,,北京
4422562950277895,2025839231413582,6439056749923054,2019-06-08 01:47:56.529,2019-06-08 01:47:56.529,Windows 7,Desktop,China,Beijing,,106.13.109.129,,www.wework.cn/,Chrome 67.0.3371,,,,,,www.wework.cn,,/,,WeWork 全球创造者社区，不仅是联合办公
560213903041642,5818461391783423,2982519487569168,2019-06-08 01:48:02.219,2019-06-08 01:45:56.369,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/building/zhonghang,,北京
6323110934275304,5818461391783423,2982519487569168,2019-06-08 01:48:09.404,2019-06-08 01:45:56.365,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/city/beijing,,北京
185114839935038,5818461391783423,2982519487569168,2019-06-08 01:48:12.365,2019-06-08 01:45:56.362,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/building/yingkezhongxin,,北京
3611686279296214,5818461391783423,2982519487569168,2019-06-08 01:48:19.157,2019-06-08 01:45:56.365,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/city/beijing,,北京
4352537295391556,5818461391783423,2982519487569168,2019-06-08 01:48:23.462,2019-06-08 01:45:56.370,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/building/guohangshiji,,北京
5522574650188806,5818461391783423,2982519487569168,2019-06-08 01:48:28.905,2019-06-08 01:45:56.363,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/city/beijing,,北京
6474477402178558,895355630489169,4006716663747379,2019-06-08 01:48:30.375,2019-06-08 01:48:30.375,Windows 7,Desktop,China,Beijing,,106.14.243.201,https://www.so.com/s?ie=utf-8&src=dlm&shb=1&hsid=7a6cbeeba9dbbebd&ls=n6c04a88e9b&q=%E7%A7%9F%E5%8A%9E%E5%85%AC%E5%AE%A4%E7%BD%91,www.wework.cn/page/baoyifeng,IE 9.0,ads-360,,cpc,l-sha-通用词SH-PC,,www.wework.cn,?utm_medium=cpc&utm_source=ads-360&utm_term=l%2Dsha%2D%E9%80%9A%E7%94%A8%E8%AF%8DSH%2DPC&utm_term=%E5%8A%9E%E5%85%AC%E5%AE%A4%E5%87%BA%E7%A7%9F%E7%BD%91,/page/baoyifeng,,宝溢丰大厦
5920282079717017,5818461391783423,2982519487569168,2019-06-08 01:48:32.066,2019-06-08 01:45:56.364,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/building/baifuguoji,,北京
8463313957538654,2021498336253530,5737232190944098,2019-06-08 01:48:38.354,2019-06-08 01:48:38.354,iOS 12.2,Tablet,China,Shanghai,Shanghai,180.167.170.226,http://10.249.12.10:9997/login?cid=gRy2nygQrz&username=%2b8618570149080-S-431BMO8SA7,www.wework.cn/,Mobile Safari UI/WKWebView 12.2,member-wifi,,,,,www.wework.cn,?utm_source=member-wifi,/,,WeWork 全球创造者社区，不仅是联合办公
8362216029935924,5818461391783423,2982519487569168,2019-06-08 01:48:42.023,2019-06-08 01:45:56.373,iOS 12.1,Tablet,China,Beijing,Beijing,123.121.50.75,,www.wework.cn/,Mobile Safari 12.0,,,,,,www.wework.cn,,/city/beijing,,北京
